CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,restaurant_name,thai_boolean
50091908,KRUA THAI KITCHEN,Manhattan,1764,1 AVENUE,10128,+1-646-791-5999,Thai,2020/02/26,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,29.0,N,,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.78034382,-73.94682695,108.0,5.0,15200.0,1050762.0,1015710050.0,MN32,Krua Thai Kitchen,True
50091908,KRUA THAI KITCHEN,Manhattan,1764,1 AVENUE,10128,+1-646-791-5999,Thai,2020/02/26,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,29.0,N,,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.78034382,-73.94682695,108.0,5.0,15200.0,1050762.0,1015710050.0,MN32,Krua Thai Kitchen,True
50101251,THAI SUPER,Manhattan,166,EAST  118 STREET,10035,+1-646-559-1339,Thai,2020/02/26,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,24.0,N,,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.79952888,-73.93973952,111.0,8.0,18200.0,1052355.0,1016450044.0,MN34,Thai Super,True
50055936,PUTAWN LOCAL THAI KITCHEN,Manhattan,1584,1 AVENUE,10028,+1-212-988-8800,Thai,2020/02/26,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,16.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.77452409,-73.95107397,108.0,5.0,13600.0,1050404.0,1015620004.0,MN32,Putawn Local Thai Kitchen,True
50091908,KRUA THAI KITCHEN,Manhattan,1764,1 AVENUE,10128,+1-646-791-5999,Thai,2020/02/26,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,29.0,N,,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.78034382,-73.94682695,108.0,5.0,15200.0,1050762.0,1015710050.0,MN32,Krua Thai Kitchen,True
41610426,GLOW THAI RESTAURANT,Brooklyn,7107,3 AVENUE,11209,+1-718-748-1920,Thai,2020/02/26,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9.0,A,2/26/2020,8/8/2021,Cycle Inspection / Re-inspection,40.63386466,-74.02679816,310.0,43.0,6800.0,3146519.0,3058910007.0,BK31,Glow Thai Restaurant,True
50091908,KRUA THAI KITCHEN,Manhattan,1764,1 AVENUE,10128,+1-646-791-5999,Thai,2020/02/26,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,29.0,N,,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.78034382,-73.94682695,108.0,5.0,15200.0,1050762.0,1015710050.0,MN32,Krua Thai Kitchen,True
50055936,PUTAWN LOCAL THAI KITCHEN,Manhattan,1584,1 AVENUE,10028,+1-212-988-8800,Thai,2020/02/26,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,16.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.77452409,-73.95107397,108.0,5.0,13600.0,1050404.0,1015620004.0,MN32,Putawn Local Thai Kitchen,True
50091908,KRUA THAI KITCHEN,Manhattan,1764,1 AVENUE,10128,+1-646-791-5999,Thai,2020/02/26,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,29.0,N,,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.78034382,-73.94682695,108.0,5.0,15200.0,1050762.0,1015710050.0,MN32,Krua Thai Kitchen,True
50055936,PUTAWN LOCAL THAI KITCHEN,Manhattan,1584,1 AVENUE,10028,+1-212-988-8800,Thai,2020/02/26,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,16.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.77452409,-73.95107397,108.0,5.0,13600.0,1050404.0,1015620004.0,MN32,Putawn Local Thai Kitchen,True
50101251,THAI SUPER,Manhattan,166,EAST  118 STREET,10035,+1-646-559-1339,Thai,2020/02/26,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,24.0,N,,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.79952888,-73.93973952,111.0,8.0,18200.0,1052355.0,1016450044.0,MN34,Thai Super,True
50091908,KRUA THAI KITCHEN,Manhattan,1764,1 AVENUE,10128,+1-646-791-5999,Thai,2020/02/26,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,29.0,N,,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.78034382,-73.94682695,108.0,5.0,15200.0,1050762.0,1015710050.0,MN32,Krua Thai Kitchen,True
50074685,SITA THAI,Manhattan,3609A,BROADWAY,10031,+1-646-901-5623,Thai,2020/02/27,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,18.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.82863582,-73.94884788,109.0,7.0,23300.0,,1.0,MN04,Sita Thai,True
50081677,SALA THAI,Manhattan,307,AMSTERDAM AVENUE,10023,+1-212-433-3999,Thai,2020/02/27,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,2/27/2020,8/8/2021,Cycle Inspection / Re-inspection,40.78018704,-73.98046547,107.0,6.0,16100.0,1030049.0,1011460003.0,MN12,Sala Thai,True
50081677,SALA THAI,Manhattan,307,AMSTERDAM AVENUE,10023,+1-212-433-3999,Thai,2020/02/27,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,2/27/2020,8/8/2021,Cycle Inspection / Re-inspection,40.78018704,-73.98046547,107.0,6.0,16100.0,1030049.0,1011460003.0,MN12,Sala Thai,True
50074685,SITA THAI,Manhattan,3609A,BROADWAY,10031,+1-646-901-5623,Thai,2020/02/27,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,18.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.82863582,-73.94884788,109.0,7.0,23300.0,,1.0,MN04,Sita Thai,True
50074685,SITA THAI,Manhattan,3609A,BROADWAY,10031,+1-646-901-5623,Thai,2020/02/27,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,18.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.82863582,-73.94884788,109.0,7.0,23300.0,,1.0,MN04,Sita Thai,True
50081677,SALA THAI,Manhattan,307,AMSTERDAM AVENUE,10023,+1-212-433-3999,Thai,2020/02/27,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8.0,A,2/27/2020,8/8/2021,Cycle Inspection / Re-inspection,40.78018704,-73.98046547,107.0,6.0,16100.0,1030049.0,1011460003.0,MN12,Sala Thai,True
50095033,RIVER THAI & BEYOND,Manhattan,1766,AMSTERDAM AVENUE,10031,+1-646-490-8290,Thai,2020/02/27,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,7.0,A,2/27/2020,8/8/2021,Pre-permit (Operational) / Re-inspection,40.82679576,-73.94647171,109.0,7.0,23300.0,1061985.0,1020790031.0,MN04,River Thai & Beyond,True
50072975,22 THAI CUISINE,Manhattan,59,NASSAU STREET,10038,+1-212-732-9250,Thai,2020/02/28,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,17.0,B,2/28/2020,8/8/2021,Cycle Inspection / Re-inspection,40.70917314,-74.00877573,101.0,1.0,1502.0,1001095.0,1000650004.0,MN25,22 Thai Cuisine,True
50072975,22 THAI CUISINE,Manhattan,59,NASSAU STREET,10038,+1-212-732-9250,Thai,2020/02/28,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,17.0,B,2/28/2020,8/8/2021,Cycle Inspection / Re-inspection,40.70917314,-74.00877573,101.0,1.0,1502.0,1001095.0,1000650004.0,MN25,22 Thai Cuisine,True
50072975,22 THAI CUISINE,Manhattan,59,NASSAU STREET,10038,+1-212-732-9250,Thai,2020/02/28,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,17.0,B,2/28/2020,8/8/2021,Cycle Inspection / Re-inspection,40.70917314,-74.00877573,101.0,1.0,1502.0,1001095.0,1000650004.0,MN25,22 Thai Cuisine,True
50041493,THAI MAX,Bronx,200,BAYCHESTER AVENUE,10475,+1-917-981-1148,Thai,2020/03/02,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,18.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.86590541,-73.83042975,210.0,12.0,46201.0,2120098.0,2051410006.0,BX13,Thai Max,True
50072895,HIGH THAI,Brooklyn,4017,AVENUE U,11234,+1-718-338-9700,Thai,2020/03/02,Violations were cited in the following area(s).,02I,Food prepared from ingredients at ambient temperature not cooled to 41º F or below within 4 hours.,Critical,10.0,A,3/2/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.60846472,-73.92464231,318.0,46.0,66200.0,3241850.0,3085400003.0,BK45,High Thai,True
50072895,HIGH THAI,Brooklyn,4017,AVENUE U,11234,+1-718-338-9700,Thai,2020/03/02,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,3/2/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.60846472,-73.92464231,318.0,46.0,66200.0,3241850.0,3085400003.0,BK45,High Thai,True
50072895,HIGH THAI,Brooklyn,4017,AVENUE U,11234,+1-718-338-9700,Thai,2020/03/02,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,3/2/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.60846472,-73.92464231,318.0,46.0,66200.0,3241850.0,3085400003.0,BK45,High Thai,True
50072895,HIGH THAI,Brooklyn,4017,AVENUE U,11234,+1-718-338-9700,Thai,2020/03/02,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,3/2/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.60846472,-73.92464231,318.0,46.0,66200.0,3241850.0,3085400003.0,BK45,High Thai,True
50041493,THAI MAX,Bronx,200,BAYCHESTER AVENUE,10475,+1-917-981-1148,Thai,2020/03/02,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,18.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.86590541,-73.83042975,210.0,12.0,46201.0,2120098.0,2051410006.0,BX13,Thai Max,True
50041493,THAI MAX,Bronx,200,BAYCHESTER AVENUE,10475,+1-917-981-1148,Thai,2020/03/02,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,18.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.86590541,-73.83042975,210.0,12.0,46201.0,2120098.0,2051410006.0,BX13,Thai Max,True
50100225,KINKHAO THAI,Manhattan,2200,AMSTERDAM AVENUE,10032,+1-646-833-7939,Thai,2020/03/03,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,21.0,B,3/3/2020,8/8/2021,Pre-permit (Operational) / Re-inspection,40.84065976,-73.93634461,112.0,10.0,25300.0,1063031.0,1021260046.0,MN36,Kinkhao Thai,True
41611450,ANDAMAN THAI BISTRO,Manhattan,1843,1 AVENUE,10128,+1-212-722-5671,Thai,2020/03/03,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,31.0,C,3/3/2020,8/8/2021,Cycle Inspection / Re-inspection,40.78276387,-73.94507731,108.0,5.0,15601.0,1078674.0,1015580023.0,MN32,Andaman Thai Bistro,True
50100225,KINKHAO THAI,Manhattan,2200,AMSTERDAM AVENUE,10032,+1-646-833-7939,Thai,2020/03/03,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,21.0,B,3/3/2020,8/8/2021,Pre-permit (Operational) / Re-inspection,40.84065976,-73.93634461,112.0,10.0,25300.0,1063031.0,1021260046.0,MN36,Kinkhao Thai,True
50100225,KINKHAO THAI,Manhattan,2200,AMSTERDAM AVENUE,10032,+1-646-833-7939,Thai,2020/03/03,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,21.0,B,3/3/2020,8/8/2021,Pre-permit (Operational) / Re-inspection,40.84065976,-73.93634461,112.0,10.0,25300.0,1063031.0,1021260046.0,MN36,Kinkhao Thai,True
41224979,SABAY THAI,Queens,7519,BROADWAY,11373,+1-718-424-9054,Thai,2020/03/03,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,23.0,B,3/3/2020,8/8/2021,Cycle Inspection / Re-inspection,40.74610929,-73.89007452,404.0,25.0,26700.0,4036743.0,4014860044.0,QN29,Sabay Thai,True
50091290,NANA THAI STREET,Manhattan,31,EAST   21 STREET,10010,,Thai,2020/03/03,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,18.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.73959869,-73.98894683,105.0,2.0,5600.0,1016249.0,1008500024.0,MN13,Nana Thai Street,True
41224979,SABAY THAI,Queens,7519,BROADWAY,11373,+1-718-424-9054,Thai,2020/03/03,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,23.0,B,3/3/2020,8/8/2021,Cycle Inspection / Re-inspection,40.74610929,-73.89007452,404.0,25.0,26700.0,4036743.0,4014860044.0,QN29,Sabay Thai,True
50100225,KINKHAO THAI,Manhattan,2200,AMSTERDAM AVENUE,10032,+1-646-833-7939,Thai,2020/03/03,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,21.0,B,3/3/2020,8/8/2021,Pre-permit (Operational) / Re-inspection,40.84065976,-73.93634461,112.0,10.0,25300.0,1063031.0,1021260046.0,MN36,Kinkhao Thai,True
50091290,NANA THAI STREET,Manhattan,31,EAST   21 STREET,10010,,Thai,2020/03/03,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,18.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.73959869,-73.98894683,105.0,2.0,5600.0,1016249.0,1008500024.0,MN13,Nana Thai Street,True
41224979,SABAY THAI,Queens,7519,BROADWAY,11373,+1-718-424-9054,Thai,2020/03/03,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided,  improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,23.0,B,3/3/2020,8/8/2021,Cycle Inspection / Re-inspection,40.74610929,-73.89007452,404.0,25.0,26700.0,4036743.0,4014860044.0,QN29,Sabay Thai,True
50091290,NANA THAI STREET,Manhattan,31,EAST   21 STREET,10010,,Thai,2020/03/03,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,18.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.73959869,-73.98894683,105.0,2.0,5600.0,1016249.0,1008500024.0,MN13,Nana Thai Street,True
41224979,SABAY THAI,Queens,7519,BROADWAY,11373,+1-718-424-9054,Thai,2020/03/03,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,23.0,B,3/3/2020,8/8/2021,Cycle Inspection / Re-inspection,40.74610929,-73.89007452,404.0,25.0,26700.0,4036743.0,4014860044.0,QN29,Sabay Thai,True
41224979,SABAY THAI,Queens,7519,BROADWAY,11373,+1-718-424-9054,Thai,2020/03/03,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,23.0,B,3/3/2020,8/8/2021,Cycle Inspection / Re-inspection,40.74610929,-73.89007452,404.0,25.0,26700.0,4036743.0,4014860044.0,QN29,Sabay Thai,True
41224979,SABAY THAI,Queens,7519,BROADWAY,11373,+1-718-424-9054,Thai,2020/03/03,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,23.0,B,3/3/2020,8/8/2021,Cycle Inspection / Re-inspection,40.74610929,-73.89007452,404.0,25.0,26700.0,4036743.0,4014860044.0,QN29,Sabay Thai,True
50091290,NANA THAI STREET,Manhattan,31,EAST   21 STREET,10010,,Thai,2020/03/03,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,18.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.73959869,-73.98894683,105.0,2.0,5600.0,1016249.0,1008500024.0,MN13,Nana Thai Street,True
41224979,SABAY THAI,Queens,7519,BROADWAY,11373,+1-718-424-9054,Thai,2020/03/03,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,23.0,B,3/3/2020,8/8/2021,Cycle Inspection / Re-inspection,40.74610929,-73.89007452,404.0,25.0,26700.0,4036743.0,4014860044.0,QN29,Sabay Thai,True
41224979,SABAY THAI,Queens,7519,BROADWAY,11373,+1-718-424-9054,Thai,2020/03/03,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,23.0,B,3/3/2020,8/8/2021,Cycle Inspection / Re-inspection,40.74610929,-73.89007452,404.0,25.0,26700.0,4036743.0,4014860044.0,QN29,Sabay Thai,True
41611450,ANDAMAN THAI BISTRO,Manhattan,1843,1 AVENUE,10128,+1-212-722-5671,Thai,2020/03/03,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,31.0,C,3/3/2020,8/8/2021,Cycle Inspection / Re-inspection,40.78276387,-73.94507731,108.0,5.0,15601.0,1078674.0,1015580023.0,MN32,Andaman Thai Bistro,True
41611450,ANDAMAN THAI BISTRO,Manhattan,1843,1 AVENUE,10128,+1-212-722-5671,Thai,2020/03/03,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,31.0,C,3/3/2020,8/8/2021,Cycle Inspection / Re-inspection,40.78276387,-73.94507731,108.0,5.0,15601.0,1078674.0,1015580023.0,MN32,Andaman Thai Bistro,True
50091290,NANA THAI STREET,Manhattan,31,EAST   21 STREET,10010,,Thai,2020/03/03,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,18.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.73959869,-73.98894683,105.0,2.0,5600.0,1016249.0,1008500024.0,MN13,Nana Thai Street,True
50091290,NANA THAI STREET,Manhattan,31,EAST   21 STREET,10010,,Thai,2020/03/03,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.73959869,-73.98894683,105.0,2.0,5600.0,1016249.0,1008500024.0,MN13,Nana Thai Street,True
50100225,KINKHAO THAI,Manhattan,2200,AMSTERDAM AVENUE,10032,+1-646-833-7939,Thai,2020/03/03,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,21.0,B,3/3/2020,8/8/2021,Pre-permit (Operational) / Re-inspection,40.84065976,-73.93634461,112.0,10.0,25300.0,1063031.0,1021260046.0,MN36,Kinkhao Thai,True
41611450,ANDAMAN THAI BISTRO,Manhattan,1843,1 AVENUE,10128,+1-212-722-5671,Thai,2020/03/03,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,31.0,C,3/3/2020,8/8/2021,Cycle Inspection / Re-inspection,40.78276387,-73.94507731,108.0,5.0,15601.0,1078674.0,1015580023.0,MN32,Andaman Thai Bistro,True
50040886,BOON THAI,Brooklyn,681,MANHATTAN AVENUE,11222,+1-718-349-8215,Thai,2020/03/04,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,24.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.72495936,-73.9514821,301.0,33.0,56900.0,3066033.0,3026450014.0,BK76,Boon Thai,True
50080442,Luck Thai Brooklyn,Brooklyn,386,5 AVENUE,11215,+1-718-499-1888,Thai,2020/03/04,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,23.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.67089662,-73.98487753,306.0,39.0,13700.0,3337626.0,3009930034.0,BK37,Luck Thai Brooklyn,True
50040886,BOON THAI,Brooklyn,681,MANHATTAN AVENUE,11222,+1-718-349-8215,Thai,2020/03/04,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,24.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.72495936,-73.9514821,301.0,33.0,56900.0,3066033.0,3026450014.0,BK76,Boon Thai,True
50066811,THAI TREE,Queens,3617,GREENPOINT AVE,11101,+1-718-806-1046,Thai,2020/03/04,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,12.0,A,3/4/2020,8/8/2021,Cycle Inspection / Re-inspection,40.73760972,-73.92976049,402.0,26.0,18900.0,4430590.0,4002360001.0,QN31,Thai Tree,True
50080442,Luck Thai Brooklyn,Brooklyn,386,5 AVENUE,11215,+1-718-499-1888,Thai,2020/03/04,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,23.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.67089662,-73.98487753,306.0,39.0,13700.0,3337626.0,3009930034.0,BK37,Luck Thai Brooklyn,True
50011584,BLACK THAI,Queens,8116,NORTHERN BLVD,11372,+1-718-779-8424,Thai,2020/03/04,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,3/4/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.75547049,-73.88605249,403.0,25.0,28300.0,4028775.0,4012540006.0,QN28,Black Thai,True
50080442,Luck Thai Brooklyn,Brooklyn,386,5 AVENUE,11215,+1-718-499-1888,Thai,2020/03/04,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,23.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.67089662,-73.98487753,306.0,39.0,13700.0,3337626.0,3009930034.0,BK37,Luck Thai Brooklyn,True
50066811,THAI TREE,Queens,3617,GREENPOINT AVE,11101,+1-718-806-1046,Thai,2020/03/04,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,3/4/2020,8/8/2021,Cycle Inspection / Re-inspection,40.73760972,-73.92976049,402.0,26.0,18900.0,4430590.0,4002360001.0,QN31,Thai Tree,True
50080442,Luck Thai Brooklyn,Brooklyn,386,5 AVENUE,11215,+1-718-499-1888,Thai,2020/03/04,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,23.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.67089662,-73.98487753,306.0,39.0,13700.0,3337626.0,3009930034.0,BK37,Luck Thai Brooklyn,True
50040886,BOON THAI,Brooklyn,681,MANHATTAN AVENUE,11222,+1-718-349-8215,Thai,2020/03/04,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,24.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.72495936,-73.9514821,301.0,33.0,56900.0,3066033.0,3026450014.0,BK76,Boon Thai,True
50080442,Luck Thai Brooklyn,Brooklyn,386,5 AVENUE,11215,+1-718-499-1888,Thai,2020/03/04,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,23.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.67089662,-73.98487753,306.0,39.0,13700.0,3337626.0,3009930034.0,BK37,Luck Thai Brooklyn,True
50011584,BLACK THAI,Queens,8116,NORTHERN BLVD,11372,+1-718-779-8424,Thai,2020/03/04,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,10.0,A,3/4/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.75547049,-73.88605249,403.0,25.0,28300.0,4028775.0,4012540006.0,QN28,Black Thai,True
